sample,label,pred,correct,input_ev,hid_spk,t_ms,L1_ev,L2_ev,L3_ev,L4_ev
4431,4,4,1,678,58,4.13,678,58,55,136
4432,4,4,1,610,30,3.58,610,30,39,99
4433,4,9,0,577,34,3.15,577,34,44,108
4434,4,4,1,589,50,3.87,589,50,38,95
4435,4,4,1,535,39,4.6,535,39,58,105
4436,4,4,1,702,72,4.15,702,72,53,119
4437,4,4,1,782,54,6.83,782,54,53,120
4438,4,4,1,861,65,6.26,861,65,53,112
4439,4,4,1,513,58,4.73,513,58,46,94
4440,4,1,0,661,24,3.46,661,24,34,106
4441,4,1,0,612,34,4.65,612,34,36,90
4442,4,4,1,874,58,3.81,874,58,51,116
4443,4,4,1,587,40,4.98,587,40,54,113
4444,4,4,1,826,55,4.17,826,55,46,87
4445,4,4,1,656,49,4.53,656,49,44,104
4446,4,4,1,628,75,4.73,628,75,60,133
4447,4,4,1,463,71,2.74,463,71,48,96
4448,4,4,1,756,47,3.5,756,47,52,116
4449,4,4,1,774,56,4.15,774,56,37,106
4450,4,4,1,525,36,3.87,525,36,36,83
4451,4,4,1,646,20,4.33,646,20,25,59
4452,4,4,1,577,51,3.32,577,51,40,98
4453,4,4,1,509,51,2.98,509,51,62,132
4454,4,4,1,887,31,4.92,887,31,35,82
4455,4,4,1,690,53,3.71,690,53,54,126
4456,4,4,1,987,39,3.53,987,39,42,93
4457,4,4,1,682,46,4.02,682,46,50,107
4458,4,4,1,700,52,3.88,700,52,52,111
4459,4,4,1,842,34,3.57,842,34,37,82
4460,4,4,1,837,68,3.62,837,68,52,121
4461,4,4,1,693,57,4.21,693,57,45,98
4462,4,4,1,930,29,4.12,930,29,25,66
4463,4,4,1,765,67,5.17,765,67,60,124
4464,4,4,1,741,66,4.68,741,66,52,104
4465,4,4,1,826,62,5.4,826,62,54,114
4466,4,4,1,587,51,3.58,587,51,50,111
4467,4,4,1,1031,37,4.67,1031,37,49,110
4468,4,4,1,506,41,2.85,506,41,30,69
4469,4,4,1,840,26,3.52,840,26,31,97
4470,4,4,1,596,65,4.45,596,65,52,117
4471,4,4,1,856,67,4.54,856,67,56,120
4472,4,4,1,858,20,5.15,858,20,27,67
4473,4,4,1,902,55,4.07,902,55,50,110
4474,4,4,1,640,49,2.89,640,49,42,94
4475,4,4,1,713,62,3.79,713,62,50,115
4476,4,4,1,886,70,4.45,886,70,63,124
4477,4,4,1,743,71,4.56,743,71,69,126
4478,4,4,1,692,50,3.48,692,50,49,121
4479,4,4,1,1008,32,4.62,1008,32,42,75
4480,4,4,1,692,35,3.12,692,35,35,82
4481,4,4,1,851,42,4.93,851,42,38,81
4482,4,4,1,792,65,3.65,792,65,59,114
4483,4,4,1,545,46,3.35,545,46,37,90
4484,4,4,1,835,42,4.23,835,42,58,122
4485,4,4,1,646,37,3.37,646,37,48,85
4486,4,4,1,538,49,3.11,538,49,54,122
4487,4,9,0,819,44,4.67,819,44,30,66
4488,4,4,1,833,55,3.97,833,55,50,110
4489,4,4,1,862,52,5.36,862,52,64,133
4490,4,4,1,697,46,5.1,697,46,45,126
4491,4,4,1,836,51,3.59,836,51,47,106
4492,4,4,1,912,54,4.84,912,54,64,129
4493,4,4,1,887,60,4.58,887,60,51,116
4494,4,4,1,758,45,4.32,758,45,50,109
4495,4,4,1,629,47,3.76,629,47,55,126
4496,4,4,1,827,33,3.67,827,33,31,79
4497,4,4,1,625,58,4.55,625,58,54,115
4498,4,4,1,585,64,4.07,585,64,55,115
4499,4,4,1,893,60,4.3,893,60,52,116
4500,4,4,1,629,47,4.19,629,47,46,105
4501,4,4,1,589,55,4.15,589,55,61,128
4502,4,4,1,874,57,5.47,874,57,48,109
4503,4,4,1,673,58,4.46,673,58,45,99
4504,4,4,1,719,51,4.88,719,51,49,102
4505,4,9,0,852,37,3.85,852,37,49,89
4506,4,4,1,725,50,3.58,725,50,41,94
4507,4,4,1,722,52,4.46,722,52,42,103
4508,4,4,1,711,54,6.16,711,54,65,110
4509,4,7,0,1159,20,6.49,1159,20,21,60
4510,4,4,1,785,66,3.61,785,66,58,136
4511,4,4,1,592,51,4.44,592,51,51,113
4512,4,4,1,848,54,6.01,848,54,49,115
4513,4,6,0,761,47,4.71,761,47,56,131
4514,4,4,1,743,45,4.72,743,45,40,105
4515,4,4,1,929,49,4.63,929,49,45,106
4516,4,9,0,822,26,4.03,822,26,26,94
4517,4,4,1,648,54,3.91,648,54,40,91
4518,4,4,1,664,42,4.3,664,42,32,93
4519,4,4,1,770,62,4.59,770,62,49,122
4520,4,4,1,566,41,3.59,566,41,38,79
4521,4,4,1,1031,45,4.32,1031,45,51,112
4522,4,4,1,821,58,4.31,821,58,55,131
4523,4,4,1,728,63,3.28,728,63,55,128
4524,4,4,1,521,45,3.21,521,45,39,108
4525,4,4,1,577,53,3.73,577,53,41,97
4526,4,4,1,534,49,4.2,534,49,46,106
4527,4,4,1,757,59,4.41,757,59,52,116
4528,4,4,1,935,65,3.76,935,65,58,124
4529,4,4,1,756,41,3.94,756,41,42,97
4530,4,4,1,671,31,3.32,671,31,33,81
4531,4,9,0,821,34,4.19,821,34,36,90
4532,4,4,1,1086,33,5.15,1086,33,38,95
4533,4,4,1,778,45,3.35,778,45,40,97
4534,4,4,1,934,56,5.1,934,56,59,113
4535,4,4,1,1006,33,3.91,1006,33,47,101
4536,4,4,1,702,43,3.96,702,43,40,99
4537,4,4,1,781,56,6.77,781,56,51,127
4538,4,4,1,476,39,3.21,476,39,42,108
4539,4,4,1,566,57,3.46,566,57,51,111
4540,4,4,1,429,45,4.04,429,45,42,87
4541,4,4,1,725,71,3.85,725,71,52,120
4542,4,4,1,718,58,4.55,718,58,55,118
4543,4,4,1,761,64,3.64,761,64,45,102
4544,4,4,1,963,56,4.91,963,56,61,126
4545,4,4,1,753,33,3.75,753,33,36,85
4546,4,4,1,975,60,4.17,975,60,56,121
4547,4,4,1,465,47,3.16,465,47,53,113
4548,4,4,1,715,34,3.72,715,34,46,101
4549,4,4,1,612,67,3.54,612,67,51,100
4550,4,4,1,739,62,5.11,739,62,54,119
4551,4,4,1,838,36,3.84,838,36,51,107
4552,4,4,1,698,61,3.29,698,61,52,119
4553,4,9,0,553,40,3.91,553,40,41,110
4554,4,4,1,664,58,4.08,664,58,49,122
4555,4,4,1,601,39,4.68,601,39,30,73
4556,4,4,1,563,56,3.5,563,56,47,108
4557,4,4,1,1050,43,3.8,1050,43,41,89
4558,4,4,1,680,57,4.09,680,57,48,119
4559,4,4,1,1035,52,4.25,1035,52,54,117
4560,4,4,1,1010,48,4.69,1010,48,48,90
4561,4,4,1,626,59,3.61,626,59,55,108
4562,4,4,1,629,61,4.4,629,61,50,101
4563,4,4,1,835,60,3.94,835,60,49,118
4564,4,4,1,888,47,4.76,888,47,51,121
4565,4,4,1,949,66,4.97,949,66,53,120
4566,4,4,1,796,64,3.65,796,64,52,106
4567,4,4,1,850,59,3.75,850,59,45,109
4568,4,4,1,723,42,3.2,723,42,39,88
4569,4,4,1,560,54,4.11,560,54,46,133
4570,4,6,0,953,32,3.8,953,32,58,109
4571,4,4,1,1041,54,5.13,1041,54,52,113
4572,4,4,1,1121,36,3.96,1121,36,41,80
4573,4,4,1,894,70,4.0,894,70,65,132
4574,4,4,1,766,44,3.46,766,44,43,105
4575,4,4,1,821,55,4.56,821,55,52,101
4576,4,4,1,829,70,4.17,829,70,57,125
4577,4,4,1,712,45,5.69,712,45,41,92
4578,4,4,1,767,61,3.69,767,61,53,126
4579,4,4,1,449,43,2.9,449,43,42,85
4580,4,4,1,832,62,3.56,832,62,52,120
4581,4,4,1,873,48,3.51,873,48,54,121
4582,4,4,1,617,66,3.65,617,66,53,96
4583,4,4,1,936,20,3.96,936,20,25,83
4584,4,4,1,641,62,4.07,641,62,51,114
4585,4,4,1,678,60,4.14,678,60,46,98
4586,4,4,1,652,49,3.43,652,49,43,107
4587,4,4,1,563,38,3.62,563,38,40,105
4588,4,4,1,721,70,3.38,721,70,58,129
4589,4,4,1,682,51,3.24,682,51,43,102
4590,4,4,1,1048,57,3.93,1048,57,68,108
4591,4,4,1,925,50,5.01,925,50,45,109
4592,4,4,1,659,65,3.43,659,65,52,117
4593,4,8,0,552,27,4.36,552,27,32,97
4594,4,4,1,743,50,3.84,743,50,48,108
4595,4,4,1,578,66,3.57,578,66,58,125
4596,4,4,1,718,66,3.85,718,66,78,143
4597,4,4,1,609,60,3.39,609,60,54,119
4598,4,4,1,489,47,5.14,489,47,40,99
4599,4,4,1,528,59,3.18,528,59,53,117
4600,4,4,1,601,55,3.98,601,55,50,103
4601,4,4,1,751,45,3.63,751,45,58,113
4602,4,4,1,740,59,4.93,740,59,57,140
4603,4,4,1,788,54,4.07,788,54,52,110
4604,4,4,1,690,48,3.97,690,48,31,94
4605,4,4,1,810,34,5.6,810,34,26,60
4606,4,4,1,726,58,4.41,726,58,54,117
4607,4,4,1,736,48,3.86,736,48,43,100
4608,4,4,1,552,62,5.36,552,62,59,119
4609,4,4,1,821,33,4.79,821,33,43,80
4610,4,4,1,788,68,5.09,788,68,54,110
4611,4,4,1,807,72,4.04,807,72,63,120
4612,4,4,1,909,54,4.31,909,54,62,133
4613,4,4,1,772,79,5.46,772,79,56,121
4614,4,4,1,589,45,3.47,589,45,48,103
4615,4,4,1,496,49,3.23,496,49,47,110
4616,4,4,1,884,62,3.8,884,62,50,108
4617,4,4,1,823,41,3.83,823,41,31,96
4618,4,4,1,739,46,6.17,739,46,34,85
4619,4,4,1,765,51,3.5,765,51,36,86
4620,4,4,1,1038,42,4.45,1038,42,63,121
4621,4,4,1,646,49,4.31,646,49,40,81
4622,4,2,0,988,44,5.25,988,44,47,99
4623,4,4,1,680,59,4.39,680,59,57,124
4624,4,4,1,628,63,3.85,628,63,65,137
4625,4,4,1,707,46,3.92,707,46,40,103
4626,4,4,1,680,48,3.49,680,48,54,108
4627,4,4,1,565,58,3.2,565,58,54,122
4628,4,4,1,674,69,3.73,674,69,47,104
4629,4,4,1,862,40,3.44,862,40,34,83
4630,4,4,1,590,39,4.11,590,39,47,111
4631,4,4,1,622,52,3.18,622,52,47,99
4632,4,4,1,724,44,3.53,724,44,41,95
4633,4,4,1,705,27,3.71,705,27,32,77
4634,4,4,1,1000,59,4.19,1000,59,50,110
4635,4,4,1,591,69,3.76,591,69,57,126
4636,4,9,0,817,44,5.03,817,44,52,92
4637,4,4,1,741,51,4.25,741,51,52,103
4638,4,4,1,746,66,3.28,746,66,50,113
4639,4,4,1,894,33,4.43,894,33,33,73
4640,4,4,1,599,54,3.54,599,54,69,145
4641,4,4,1,671,59,3.13,671,59,42,97
4642,4,4,1,822,63,3.81,822,63,39,110
4643,4,4,1,978,45,4.11,978,45,28,82
4644,4,4,1,659,62,4.04,659,62,54,121
4645,4,4,1,402,57,4.12,402,57,51,118
4646,4,9,0,914,31,4.35,914,31,36,99
4647,4,4,1,908,42,4.34,908,42,44,108
4648,4,4,1,778,26,4.61,778,26,43,95
4649,4,4,1,768,64,3.79,768,64,45,111
4650,4,4,1,699,60,4.7,699,60,47,114
4651,4,4,1,302,21,3.87,302,21,37,77
4652,4,4,1,759,54,4.61,759,54,37,82
4653,4,4,1,883,54,5.05,883,54,50,95
4654,4,4,1,590,57,4.02,590,57,43,103
4655,4,4,1,645,42,3.34,645,42,33,78
4656,4,4,1,609,40,4.96,609,40,48,124
4657,4,4,1,987,49,5.25,987,49,49,114
4658,4,4,1,930,44,4.17,930,44,49,110
4659,4,4,1,635,60,3.28,635,60,52,139
4660,4,4,1,884,56,3.58,884,56,48,96
4661,4,4,1,916,54,4.9,916,54,54,114
4662,4,4,1,741,43,4.33,741,43,37,99
4663,4,4,1,923,51,4.13,923,51,43,98
4664,4,4,1,635,63,4.13,635,63,47,103
4665,4,8,0,595,24,3.12,595,24,44,132
4666,4,4,1,826,53,3.24,826,53,46,101
4667,4,4,1,933,71,4.67,933,71,63,121
4668,4,4,1,745,49,3.93,745,49,41,105
4669,4,4,1,660,46,4.19,660,46,47,104
4670,4,4,1,767,52,4.07,767,52,49,112
4671,4,4,1,950,50,3.76,950,50,50,108
4672,4,4,1,967,49,4.35,967,49,52,117
4673,4,4,1,754,47,3.31,754,47,50,113
4674,4,4,1,693,59,4.39,693,59,64,123
4675,4,4,1,910,42,3.41,910,42,39,104
4676,4,4,1,654,60,4.03,654,60,49,110
4677,4,4,1,667,57,4.65,667,57,52,124
4678,4,4,1,601,65,3.03,601,65,58,133
4679,4,4,1,848,47,4.82,848,47,44,98
4680,4,4,1,734,54,3.57,734,54,52,116
4681,4,4,1,571,51,2.78,571,51,43,106
4682,4,4,1,873,41,4.13,873,41,51,109
4683,4,4,1,779,51,3.46,779,51,58,109
4684,4,4,1,648,39,3.55,648,39,47,86
4685,4,4,1,953,46,4.07,953,46,51,109
4686,4,4,1,962,33,3.56,962,33,28,70
4687,4,4,1,791,55,3.89,791,55,57,115
4688,4,4,1,771,62,3.37,771,62,54,122
4689,4,4,1,940,52,4.27,940,52,53,114
4690,4,4,1,847,58,4.6,847,58,56,121
4691,4,4,1,871,51,4.24,871,51,61,129
4692,4,4,1,609,53,3.08,609,53,53,124
4693,4,4,1,687,41,3.74,687,41,58,120
4694,4,4,1,659,54,5.34,659,54,60,120
4695,4,4,1,713,37,3.15,713,37,47,120
4696,4,4,1,909,42,3.72,909,42,60,125
4697,4,4,1,760,66,3.62,760,66,58,122
4698,4,4,1,815,42,4.13,815,42,55,129
4699,4,4,1,696,48,3.61,696,48,62,124
4700,4,4,1,1257,28,4.2,1257,28,46,105
4701,4,4,1,982,56,4.11,982,56,60,129
4702,4,4,1,966,58,4.46,966,58,57,123
4703,4,4,1,898,59,3.59,898,59,44,94
4704,4,4,1,793,35,3.87,793,35,30,75
4705,4,4,1,883,39,4.37,883,39,60,118
4706,4,4,1,885,48,3.42,885,48,43,112
4707,4,4,1,1154,37,4.1,1154,37,42,97
4708,4,4,1,996,58,3.77,996,58,52,116
4709,4,4,1,1029,47,4.68,1029,47,53,104
4710,4,4,1,1059,50,4.15,1059,50,55,125
4711,4,4,1,697,56,4.59,697,56,43,93
4712,4,4,1,698,55,3.18,698,55,46,117
4713,4,4,1,748,48,4.23,748,48,31,68
4714,4,4,1,1006,43,4.27,1006,43,44,97
4715,4,4,1,907,44,4.31,907,44,25,73
4716,4,4,1,1041,37,5.69,1041,37,33,84
4717,4,4,1,899,52,3.66,899,52,52,104
4718,4,4,1,809,42,4.62,809,42,41,89
4719,4,4,1,678,57,3.66,678,57,58,124
4720,4,4,1,623,51,3.47,623,51,52,118
4721,4,4,1,594,59,2.94,594,59,52,111
4722,4,4,1,557,61,3.62,557,61,50,113
4723,4,4,1,713,53,3.17,713,53,41,107
4724,4,4,1,568,37,3.0,568,37,49,99
4725,4,4,1,644,59,4.34,644,59,52,106
4726,4,4,1,565,54,4.32,565,54,49,101
4727,4,6,0,537,50,2.94,537,50,72,143
4728,4,4,1,621,54,3.19,621,54,46,97
4729,4,4,1,728,52,3.69,728,52,54,114
4730,4,4,1,440,45,2.64,440,45,38,69
4731,4,4,1,866,64,4.01,866,64,57,127
4732,4,4,1,930,47,4.1,930,47,48,118
4733,4,4,1,935,51,3.77,935,51,45,109
4734,4,4,1,697,70,3.77,697,70,57,127
4735,4,4,1,926,60,4.39,926,60,46,113
4736,4,4,1,1039,45,4.93,1039,45,52,119
4737,4,4,1,865,62,5.9,865,62,57,126
4738,4,4,1,918,62,4.88,918,62,59,132
4739,4,4,1,957,57,4.48,957,57,49,113
4740,4,4,1,965,59,4.15,965,59,45,109
4741,4,4,1,1163,38,4.44,1163,38,32,79
4742,4,9,0,990,30,3.62,990,30,29,85
4743,4,4,1,917,36,3.92,917,36,40,91
4744,4,0,0,1215,36,4.78,1215,36,47,103
4745,4,4,1,750,58,3.68,750,58,56,125
4746,4,4,1,805,38,3.98,805,38,49,118
4747,4,9,0,871,39,3.68,871,39,46,104
4748,4,4,1,724,52,3.58,724,52,46,112
4749,4,4,1,795,45,6.23,795,45,49,106
4750,4,4,1,641,67,3.95,641,67,51,117
4751,4,4,1,685,68,3.84,685,68,57,129
4752,4,4,1,641,49,4.19,641,49,41,93
4753,4,4,1,534,63,4.82,534,63,46,108
4754,4,4,1,679,73,4.46,679,73,49,120
4755,4,4,1,619,58,5.43,619,58,51,102
4756,4,4,1,608,63,3.61,608,63,54,126
4757,4,4,1,474,67,3.28,474,67,49,115
4758,4,4,1,459,63,3.44,459,63,46,117
4759,4,4,1,757,68,3.55,757,68,54,120
4760,4,4,1,555,51,3.94,555,51,42,118
4761,4,4,1,976,59,4.0,976,59,47,111
4762,4,4,1,929,61,3.7,929,61,50,114
4763,4,4,1,934,60,4.78,934,60,64,129
4764,4,4,1,1064,53,5.16,1064,53,47,98
4765,4,4,1,963,56,6.3,963,56,61,117
4766,4,4,1,1037,56,4.38,1037,56,58,119
4767,4,4,1,983,51,4.43,983,51,62,123
4768,4,4,1,1008,49,4.7,1008,49,42,100
4769,4,4,1,799,58,3.84,799,58,49,116
4770,4,4,1,1131,52,5.01,1131,52,51,121
4771,4,4,1,862,58,3.45,862,58,61,120
4772,4,4,1,1032,51,4.51,1032,51,46,113
4773,4,4,1,910,62,4.72,910,62,58,121
4774,4,4,1,937,67,3.67,937,67,62,124
4775,4,4,1,1077,55,4.43,1077,55,57,92
4776,4,4,1,836,49,3.67,836,49,63,108
4777,4,4,1,681,53,3.99,681,53,45,104
4778,4,4,1,853,57,4.1,853,57,52,109
4779,4,4,1,892,56,4.26,892,56,61,125
4780,4,4,1,826,56,4.03,826,56,57,126
4781,4,4,1,882,59,3.83,882,59,57,123
4782,4,4,1,845,54,3.54,845,54,58,95
4783,4,4,1,753,57,3.74,753,57,55,124
4784,4,4,1,765,55,4.4,765,55,62,119
4785,4,4,1,970,50,5.02,970,50,51,106
4786,4,4,1,831,59,5.39,831,59,51,113
4787,4,4,1,735,57,3.78,735,57,48,108
4788,4,4,1,939,62,4.83,939,62,56,121
4789,4,4,1,660,58,3.36,660,58,62,122
4790,4,4,1,702,60,3.46,702,60,45,107
4791,4,4,1,754,53,3.48,754,53,41,99
4792,4,4,1,817,60,4.11,817,60,46,100
4793,4,4,1,866,66,5.72,866,66,50,112
4794,4,4,1,685,56,4.26,685,56,58,130
4795,4,4,1,572,38,3.11,572,38,48,110
4796,4,4,1,670,54,4.34,670,54,53,117
4797,4,4,1,805,56,4.7,805,56,48,108
4798,4,4,1,890,58,3.61,890,58,42,96
4799,4,8,0,1113,33,4.93,1113,33,42,87
4800,4,4,1,856,46,4.57,856,46,46,112
4801,4,4,1,970,44,4.26,970,44,43,101
4802,4,4,1,874,44,4.47,874,44,45,114
4803,4,4,1,847,54,4.44,847,54,49,107
4804,4,4,1,918,56,3.98,918,56,63,125
4805,4,4,1,636,67,4.17,636,67,66,133
4806,4,4,1,906,65,3.99,906,65,66,137
4807,4,4,1,991,57,4.68,991,57,55,121
4808,4,4,1,947,33,3.81,947,33,45,87
4809,4,4,1,744,46,4.15,744,46,42,96
4810,4,4,1,883,58,3.84,883,58,43,105
4811,4,4,1,708,56,3.51,708,56,41,96
4812,4,4,1,956,36,4.8,956,36,41,91
4813,4,4,1,765,56,3.76,765,56,56,120
4814,4,4,1,684,53,3.46,684,53,48,102
4815,4,4,1,514,50,3.22,514,50,42,90
4816,4,4,1,733,56,3.86,733,56,48,97
4817,4,4,1,797,54,4.02,797,54,43,101
4818,4,4,1,735,50,5.03,735,50,47,100
4819,4,4,1,671,47,3.42,671,47,49,103
4820,4,4,1,705,45,3.78,705,45,41,89
4821,4,4,1,636,52,3.53,636,52,46,102
4822,4,4,1,957,39,4.13,957,39,44,99
4823,4,4,1,728,38,4.25,728,38,49,108
4824,4,4,1,922,69,4.38,922,69,45,94
4825,4,4,1,1122,38,4.31,1122,38,36,80
4826,4,4,1,986,51,3.99,986,51,49,95
4827,4,4,1,1014,55,5.06,1014,55,60,126
4828,4,4,1,1166,34,4.37,1166,34,40,92
4829,4,4,1,1175,46,4.72,1175,46,57,127
4830,4,4,1,1090,55,4.46,1090,55,41,98
4831,4,4,1,1094,41,4.8,1094,41,29,69
4832,4,4,1,1114,30,5.15,1114,30,27,72
4833,4,9,0,1078,39,4.2,1078,39,47,84
4834,4,4,1,1092,28,5.31,1092,28,24,58
4835,4,4,1,837,46,4.28,837,46,41,104
4836,4,4,1,632,57,3.47,632,57,56,118
4837,4,4,1,718,55,3.48,718,55,44,98
4838,4,4,1,703,56,3.5,703,56,50,116
4839,4,4,1,680,66,4.22,680,66,61,131
4840,4,4,1,797,58,3.45,797,58,53,126
4841,4,4,1,736,54,3.44,736,54,52,116
4842,4,4,1,599,53,3.47,599,53,46,109
4843,4,6,0,761,27,3.9,761,27,40,92
4844,4,4,1,723,66,4.53,723,66,60,129
4845,4,4,1,863,61,4.48,863,61,49,110
4846,4,4,1,679,54,3.69,679,54,45,103
4847,4,4,1,548,50,3.78,548,50,56,120
4848,4,4,1,794,54,4.58,794,54,52,114
4849,4,4,1,870,63,3.77,870,63,52,126
4850,4,4,1,794,59,4.37,794,59,45,112
4851,4,4,1,790,58,5.2,790,58,50,106
4852,4,4,1,673,53,3.92,673,53,44,113
4853,4,4,1,676,48,3.34,676,48,45,123
4854,4,4,1,886,52,3.7,886,52,44,96
4855,4,9,0,658,35,3.61,658,35,26,75
4856,4,4,1,684,46,3.59,684,46,36,91
4857,4,4,1,751,47,3.84,751,47,42,106
4858,4,4,1,647,39,4.6,647,39,26,70
4859,4,4,1,709,60,4.26,709,60,49,110
4860,4,4,1,837,51,5.43,837,51,37,87
4861,4,4,1,812,60,4.85,812,60,48,114
4862,4,4,1,960,60,3.84,960,60,51,124
4863,4,4,1,930,62,4.92,930,62,56,123
4864,4,4,1,658,65,4.48,658,65,52,122
4865,4,4,1,745,59,4.97,745,59,55,130
4866,4,4,1,977,59,4.33,977,59,50,116
4867,4,4,1,964,60,5.61,964,60,43,97
4868,4,4,1,793,60,3.95,793,60,50,120
4869,4,4,1,702,54,6.27,702,54,48,123
4870,4,4,1,883,62,4.19,883,62,51,113
4871,4,4,1,918,47,4.56,918,47,48,110
4872,4,4,1,1089,43,4.08,1089,43,37,91
4873,4,4,1,926,48,4.16,926,48,40,92
4874,4,4,1,619,56,3.92,619,56,45,99
4875,4,4,1,762,45,3.51,762,45,43,98
4876,4,4,1,919,41,4.48,919,41,41,96
4877,4,4,1,871,47,4.49,871,47,42,109
4878,4,4,1,1103,44,4.01,1103,44,30,70
4879,4,4,1,913,57,4.51,913,57,47,110
4880,4,4,1,1156,56,4.18,1156,56,57,112
4881,4,4,1,855,52,3.84,855,52,44,108
4882,4,4,1,845,43,5.17,845,43,46,91
4883,4,4,1,725,49,4.24,725,49,45,114
4884,4,4,1,842,47,4.01,842,47,53,120
4885,4,4,1,884,48,4.0,884,48,36,97
4886,4,4,1,769,39,3.59,769,39,24,60
4887,4,9,0,924,29,3.78,924,29,27,89
4888,4,4,1,766,59,5.0,766,59,51,120
4889,4,4,1,813,54,3.37,813,54,40,96
4890,4,4,1,858,52,3.93,858,52,51,106
4891,4,4,1,1022,39,4.31,1022,39,38,110
4892,4,4,1,932,42,4.17,932,42,32,86
4893,4,8,0,849,32,4.08,849,32,40,112
4894,4,4,1,654,29,4.48,654,29,43,87
4895,4,4,1,766,32,4.48,766,32,45,105
4896,4,4,1,855,42,3.59,855,42,52,105
4897,4,4,1,919,34,3.84,919,34,49,101
4898,4,4,1,707,36,3.63,707,36,36,80
4899,4,4,1,770,37,3.39,770,37,43,79
4900,4,4,1,911,43,3.9,911,43,45,108
4901,4,8,0,698,21,4.19,698,21,32,89
4902,4,4,1,856,33,4.31,856,33,42,109
4903,4,8,0,844,20,3.41,844,20,26,97
4904,4,4,1,863,52,3.87,863,52,49,114
4905,4,4,1,925,20,4.55,925,20,30,73
4906,4,4,1,747,55,4.84,747,55,57,128
4907,4,4,1,792,61,3.76,792,61,60,130
4908,4,4,1,815,50,3.72,815,50,32,74
4909,4,4,1,914,47,4.15,914,47,40,95
4910,4,4,1,694,50,4.27,694,50,41,93
4911,4,4,1,729,41,3.86,729,41,35,80
4912,4,4,1,853,52,4.33,853,52,49,104
4913,4,4,1,679,59,3.52,679,59,51,123
4914,4,4,1,727,62,3.6,727,62,54,111
4915,4,4,1,728,62,3.34,728,62,55,127
4916,4,4,1,833,44,3.82,833,44,52,116
4917,4,4,1,697,58,3.82,697,58,60,120
4918,4,4,1,640,66,3.86,640,66,58,118
4919,4,4,1,918,62,4.08,918,62,47,109
4920,4,4,1,722,65,4.44,722,65,54,123
4921,4,4,1,640,66,2.88,640,66,53,122
4922,4,4,1,504,52,4.05,504,52,48,96
4923,4,4,1,649,50,2.99,649,50,57,110
4924,4,4,1,881,52,3.33,881,52,41,111
4925,4,4,1,1051,52,4.28,1051,52,46,96
4926,4,4,1,1158,43,3.93,1158,43,50,92
4927,4,4,1,973,51,4.78,973,51,46,115
4928,4,4,1,1014,56,3.84,1014,56,44,102
4929,4,4,1,1104,59,4.52,1104,59,48,119
4930,4,4,1,1068,43,5.13,1068,43,44,111
4931,4,4,1,874,63,6.84,874,63,60,127
4932,4,4,1,794,54,4.49,794,54,51,113
4933,4,4,1,955,56,6.28,955,56,56,122
4934,4,4,1,1042,45,4.98,1042,45,45,114
4935,4,4,1,993,48,5.67,993,48,34,74
4936,4,4,1,923,55,4.36,923,55,53,119
4937,4,4,1,1009,42,5.46,1009,42,43,100
4938,4,4,1,928,60,4.58,928,60,65,135
4939,4,4,1,815,49,5.39,815,49,55,124
4940,4,4,1,910,50,5.44,910,50,49,113
4941,4,4,1,797,55,5.52,797,55,72,126
4942,4,4,1,966,41,4.17,966,41,49,113
4943,4,4,1,747,56,4.15,747,56,45,111
4944,4,4,1,956,36,3.93,956,36,35,73
4945,4,4,1,1034,48,4.84,1034,48,51,103
4946,4,4,1,856,45,4.15,856,45,42,108
4947,4,4,1,763,65,3.89,763,65,56,120
4948,4,4,1,918,40,4.43,918,40,40,95
4949,4,4,1,838,53,3.99,838,53,49,112
4950,4,4,1,949,60,4.69,949,60,61,134
4951,4,4,1,811,45,3.54,811,45,33,73
4952,4,4,1,775,38,4.06,775,38,27,75
4953,4,4,1,855,38,3.95,855,38,42,82
4954,4,2,0,697,40,3.69,697,40,52,99
4955,4,2,0,650,37,3.79,650,37,42,77
4956,4,4,1,842,38,3.24,842,38,33,58
4957,4,4,1,934,60,3.9,934,60,47,95
4958,4,4,1,982,55,3.85,982,55,40,92
4959,4,4,1,1012,46,3.87,1012,46,41,80
4960,4,4,1,895,54,3.61,895,54,41,98
4961,4,4,1,859,51,3.38,859,51,55,115
4962,4,9,0,1171,28,4.76,1171,28,39,79
4963,4,4,1,971,59,4.97,971,59,56,108
4964,4,4,1,919,57,3.62,919,57,57,118
4965,4,4,1,1191,40,4.85,1191,40,65,108
4966,4,4,1,1072,44,3.94,1072,44,49,97
4967,4,4,1,943,51,4.32,943,51,49,122
4968,4,4,1,1049,50,3.94,1049,50,53,127
4969,4,4,1,948,58,4.37,948,58,57,113
4970,4,4,1,1072,56,4.45,1072,56,65,126
4971,4,4,1,1065,39,3.84,1065,39,38,84
4972,4,4,1,1076,47,4.11,1076,47,52,131
4973,4,4,1,874,46,4.56,874,46,40,100
4974,4,8,0,1064,22,5.07,1064,22,18,59
4975,4,4,1,1030,38,4.01,1030,38,56,116
4976,4,4,1,1013,39,4.24,1013,39,35,78
4977,4,4,1,930,51,4.86,930,51,44,93
4978,4,4,1,937,52,4.72,937,52,47,96
4979,4,4,1,1076,41,4.0,1076,41,35,89
4980,4,4,1,1062,33,4.75,1062,33,45,106
4981,4,4,1,813,52,4.98,813,52,47,118
4982,4,4,1,899,65,5.67,899,65,56,124
